Linux 7.0.0-31-generic (ausitn-garcia-ROG-Zephyrus-G14-GA402XV-GA402XV) 	09/18/26 	_x86_64_	(16 CPU)

21:48:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:50:07      11    3.01    0.00    1.20    0.00    0.00    0.40    0.00    0.00    0.00   95.39
21:50:07      12    1.83    0.00    0.81    0.00    0.00    0.00    0.00    0.00    0.00   97.36
21:50:07      13    8.84    0.00    2.41    0.00    0.00    0.40    0.00    0.00    0.00   88.35
21:50:07      14    3.64    0.00    0.61    0.00    0.00    0.20    0.00    0.00    0.00   95.56
21:50:07      15    4.23    0.00    1.21    0.00    0.00    0.20    0.00    0.00    0.00   94.35

21:50:07     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:50:12     all    3.63    0.00    1.05    0.00    0.00    0.55    0.00    0.00    0.00   94.77
21:50:12       0    2.76    0.00    0.98    0.00    0.00    3.74    0.00    0.00    0.00   92.52
21:50:12       1    2.02    0.00    0.81    0.00    0.00    1.01    0.00    0.00    0.00   96.16
21:50:12       2    2.42    0.00    0.81    0.00    0.00    0.40    0.00    0.00    0.00   96.36
