Linux 7.0.0-31-generic (ausitn-garcia-ROG-Zephyrus-G14-GA402XV-GA402XV) 	09/18/26 	_x86_64_	(16 CPU)

21:54:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:27       8    1.61    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   97.18
21:55:27       9    1.41    0.00    0.60    0.00    0.00    0.40    0.00    0.00    0.00   97.58
21:55:27      10    2.24    0.00    0.82    0.00    0.00    0.20    0.00    0.00    0.00   96.73
21:55:27      11    4.60    0.00    1.20    0.00    0.00    0.20    0.00    0.00    0.00   94.00
21:55:27      12    3.63    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   95.97
21:55:27      13    4.06    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   94.73
21:55:27      14    2.40    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   96.59
21:55:27      15    3.61    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   95.39

21:55:27     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:32     all    3.67    0.00    0.98    0.05    0.00    0.66    0.00    0.00    0.00   94.63
21:55:32       0    1.73    0.00    0.77    0.00    0.00    5.77    0.00    0.00    0.00   91.73
21:55:32       1    2.22    0.00    0.60    0.00    0.00    1.01    0.00    0.00    0.00   96.17
21:55:32       2    2.81    0.00    1.00    0.00    0.00    0.20    0.00    0.00    0.00   95.98
21:55:32       3    7.26    0.00    1.21    0.20    0.00    0.20    0.00    0.00    0.00   91.13
21:55:32       4    4.60    0.00    1.60    0.20    0.00    0.40    0.00    0.00    0.00   93.20
21:55:32       5    8.58    0.00    2.00    0.00    0.00    0.40    0.00    0.00    0.00   89.02
21:55:32       6    4.60    0.00    1.00    0.00    0.00    0.40    0.00    0.00    0.00   94.00
21:55:32       7    7.17    0.00    1.39    0.00    0.00    0.40    0.00    0.00    0.00   91.04
21:55:32       8    1.61    0.00    0.60    0.20    0.00    0.20    0.00    0.00    0.00   97.38
21:55:32       9    2.22    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00   97.18
21:55:32      10    1.63    0.00    0.82    0.00    0.00    0.41    0.00    0.00    0.00   97.14
21:55:32      11    2.42    0.00    1.21    0.00    0.00    0.20    0.00    0.00    0.00   96.17
21:55:32      12    2.22    0.00    0.81    0.00    0.00    0.20    0.00    0.00    0.00   96.77
21:55:32      13    3.64    0.00    1.01    0.20    0.00    0.20    0.00    0.00    0.00   94.95
21:55:32      14    3.03    0.00    0.40    0.00    0.00    0.20    0.00    0.00    0.00   96.36
21:55:32      15    3.02    0.00    0.60    0.00    0.00    0.20    0.00    0.00    0.00   96.17

21:55:32     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:37     all    3.80    0.00    0.89    0.01    0.00    0.55    0.00    0.00    0.00   94.75
21:55:37       0    1.94    0.00    0.39    0.00    0.00    4.85    0.00    0.00    0.00   92.82
21:55:37       1    1.62    0.00    0.61    0.00    0.00    1.21    0.00    0.00    0.00   96.57
21:55:37       2    2.63    0.00    0.61    0.00    0.00    0.20    0.00    0.00    0.00   96.57
21:55:37       3    8.23    0.00    1.20    0.00    0.00    0.20    0.00    0.00    0.00   90.36
21:55:37       4    4.81    0.00    1.00    0.00    0.00    0.40    0.00    0.00    0.00   93.79
21:55:37       5    9.42    0.00    1.20    0.00    0.00    0.20    0.00    0.00    0.00   89.18
21:55:37       6    3.85    0.00    0.81    0.20    0.00    0.00    0.00    0.00    0.00   95.13
21:55:37       7    5.23    0.00    1.61    0.00    0.00    0.20    0.00    0.00    0.00   92.96
21:55:37       8    1.41    0.00    0.61    0.00    0.00    0.00    0.00    0.00    0.00   97.98
21:55:37       9    3.03    0.00    0.61    0.00    0.00    0.40    0.00    0.00    0.00   95.96
21:55:37      10    2.87    0.00    0.61    0.00    0.00    0.00    0.00    0.00    0.00   96.52
21:55:37      11    2.81    0.00    1.00    0.00    0.00    0.20    0.00    0.00    0.00   95.99
21:55:37      12    3.23    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   95.56
21:55:37      13    4.00    0.00    1.40    0.00    0.00    0.20    0.00    0.00    0.00   94.40
21:55:37      14    2.63    0.00    0.61    0.00    0.00    0.20    0.00    0.00    0.00   96.57
21:55:37      15    3.02    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   95.77

